"x" "y" "x_err" "y_err" "corxy"
0.175 -0.65011 0.028653 0.120416 -0.4568
0.148 -0.40295 0.067601 0.140156 -0.47187
0.157 -0.39893 0.07343 0.12767 -0.3244
-0.039 -0.19255 0.054378 0.111271 0.486886
0.18 -0.24656 0.083725 0.143427 -0.91143
0.016 -0.21883 0.046615 0.114026 -0.03422
0.519 -0.62098 0.057428 0.125053 0.747807
0.086 -0.3424 0.071589 0.129819 -0.15451
0.138 -0.53626 0.03891 0.110845 0.29449
0.224 -0.06215 0.074303 0.10844 -0.06185
0.295 -0.68998 0.065863 0.116421 0.180014
0.32 -0.54598 0.074625 0.119124 -0.14051
0.071 -0.17932 0.043416 0.117199 -0.06715
0.088 -0.16867 0.054918 0.116583 -0.72537
0.1 -0.2277 0.054918 0.132072 -0.54441
0.199 -0.34065 0.061057 0.108669 0.873898
-0.056 -0.27132 0.060033 0.123168 0.99771
0.201 -0.34915 0.077414 0.114232 0.520336
0.123 -0.28823 0.040459 0.121855 0.341705
0.364 -0.48072 0.071344 0.119221 -0.14441
0.115 -0.26412 0.056035 0.114871 0.044913
0.292 -0.66066 0.04701 0.11341 -0.79811
-0.072 -0.28811 0.071589 0.122853 0.591718
0.273 -0.48709 0.044204 0.125344 0.350582
0.131 -0.17094 0.042011 0.116837 -0.22694
0.033 -0.5217 0.035383 0.168219 0.240294
0.126 -0.42262 0.048826 0.109956 0.776643
0.493 -0.37167 0.058821 0.127047 0.437272
0.113 -0.22015 0.057454 0.110061 -0.83804
0.224 -0.36171 0.049648 0.126158 -0.101
0.301 -0.49622 0.079649 0.122091 -0.76813
0.3 -0.2 0.052201 0.101787 0.566394
0.42 -0.4997 0.05243 0.113777 -0.25348
0.215 -0.32504 0.066037 0.115242 0.753489
0.096 -0.28619 0.048259 0.120619 -0.21051
0.133 -0.24246 0.05243 0.114491 -0.74839
0.193 -0.23938 0.072069 0.143809 -0.6247
0.108 -0.31095 0.08095 0.126018 -0.74
-0.013 -0.28182 0.036235 0.131889 -0.36017
0.026 -0.25769 0.072069 0.164891 -0.28988
0.05 -0.26593 0.036124 0.122097 0.589626
0.099 -0.20324 0.047434 0.138777 0.345172
0.001 -0.25101 0.030413 0.120791 0.393373
0.128 -0.4365 0.050219 0.127365 0.217019
0.128 -1.01274 0.050219 0.126304 -0.14177
0.125 -0.11095 0.040459 0.125448 -0.44003
0.118 -0.39816 0.057454 0.127838 -0.31268
0.095 -0.25949 0.067119 0.116208 -0.89399
0.15 -0.1691 0.068963 0.115378 0.367233
0.264 -0.39438 0.076026 0.124163 0.316071
0.01 0.00881 0.042201 0.129433 -0.95525
0.131 -0.23889 0.056938 0.139508 -0.03563
0.285 -0.46824 0.0414 0.116644 0.176918
-0.078 -0.55684 0.045188 0.12276 -0.22278
0.128 -0.06893 0.053535 0.091719 -0.1846
0.243 -0.29627 0.044407 0.115117 0.001455
0.156 -0.23975 0.055226 0.154089 0.593574
0.145 -0.41179 0.052153 0.125053 0.648618
-0.013 -0.21108 0.022472 0.130301 0.615001
0.004 -0.11626 0.056727 0.15137 -0.16295
0.253 -0.47618 0.024698 0.120998 -0.84778
-0.069 -0.27703 0.053851 0.12324 -0.01161
0.286 -0.40192 0.084095 0.130631 0.16149
-0.067 -0.21763 0.064845 0.10573 -0.47126
0.059 -0.34904 0.069771 0.164935 -0.17781
0.01 -0.08441 0.040607 0.095951 -0.15506
0.447 -0.55574 0.036878 0.115127 0.272298
0.032 -0.33927 0.043829 0.171723 -0.55484
-0.015 -0.17604 0.042201 0.131534 0.277015
0.142 -0.39837 0.066648 0.112274 -0.72501
0.118 -0.26728 0.051312 0.112822 0.517255
0.051 -0.24783 0.037589 0.120891 -0.46193
0.114 -0.23062 0.055569 0.144584 -0.48299
0.139 -0.31618 0.039204 0.122294 0.774406
0.146 -0.52326 0.024698 0.116076 0.817804
0.357 -0.40826 0.049648 0.109693 -0.88124
0.138 -0.40469 0.060033 0.116423 0.826448
0.109 -0.48448 0.036715 0.110257 0.65888
0.264 -0.34575 0.043011 0.156582 0.671971
0.198 -0.25945 0.064412 0.114496 0.770707
-0.043 -0.111 0.072069 0.115361 0.140584
0.065 -0.56664 0.05964 0.157875 0.478108
-0.002 -0.14295 0.082764 0.132429 0.486965
-0.101 -0.19496 0.033105 0.141111 0.743022
0.134 -0.202 0.068876 0.113658 -0.09308
0.11 -0.119 0.071112 0.119057 -0.7209
0.527 -0.53791 0.045 0.118836 -0.5497
0.076 -0.08971 0.075643 0.121729 -0.71055
-0.059 -0.16994 0.030413 0.117107 -0.49163
0.028 -0.25949 0.031304 0.123022 -0.44764
0.289 -0.34933 0.0436 0.113119 -0.13622
0.156 -0.44501 0.055072 0.122664 0.203912
0.305 -0.14729 0.068476 0.113794 0.039917
0.053 -0.27182 0.043011 0.113359 -0.78199
0.304 -0.5341 0.071554 0.125823 0.506106
0.084 -0.14995 0.046872 0.112525 0.067494
0.523 -0.60417 0.081841 0.126674 -0.17022
0.057 -0.18254 0.044654 0.140197 0.918411
0.313 -0.43706 0.059682 0.12393 0.240319
0.233 -0.3838 0.087132 0.129192 0.948702
0.227 -0.59838 0.057454 0.123469 0.087858
0.33 -0.70983 0.040607 0.127249 -0.91113
0.127 -0.14531 0.063134 0.126442 -0.19218
0.071 0.022319 0.080056 0.114332 -0.43392
0.275 -0.7943 0.027784 0.119045 -0.91071
0.021 -0.13246 0.042201 0.0967 -0.22909
0.015 -0.22196 0.046615 0.133375 0.20189
0.056 -0.09215 0.064498 0.10825 -0.16541
0.048 -0.08569 0.045 0.105717 0.09406
0.202 -0.26485 0.054378 0.127606 -0.12977
0.043 -0.26875 0.068883 0.105987 -0.64596
0.122 -0.03092 0.045803 0.111743 -0.61826
0.251 -0.44676 0.049648 0.119105 0.590723
0.172 -0.41723 0.086764 0.111332 -0.38516
0.23 -0.43134 0.019209 0.115495 0.398244
0.364 -0.40772 0.083648 0.125861 0.503435
0.074 -0.26337 0.053 0.127617 0.073182
0.282 -0.50992 0.061911 0.119882 -0.18716
0.194 -0.45163 0.05608 0.124252 -0.88778
0.2 -0.26072 0.076157 0.11626 0.292598
0.164 -0.29373 0.049648 0.123686 -0.73652
0.142 -0.1961 0.051312 0.094618 0.88467
0.054 -0.28393 0.044384 0.150136 -0.47437
0.335 -0.66892 0.054378 0.129599 -0.57225
0.047 -0.15343 0.043011 0.121447 -0.45114
-0.027 -0.22748 0.085088 0.114487 -0.41702
0.099 -0.20792 0.049648 0.107272 0.28979
0.193 -0.15333 0.045221 0.124946 0.239583
0.124 -0.2915 0.04801 0.166272 0.370116
0.072 -0.16853 0.039051 0.152653 -0.83685
0.268 -0.66462 0.06466 0.128208 0.136422
0.383 -0.56276 0.06466 0.118362 -0.88045
0.149 -0.27415 0.047434 0.114117 0.493263
0.377 -0.56026 0.042801 0.108064 -0.66435
0.359 -0.55583 0.06414 0.131419 -0.48665
0.168 -0.55622 0.057982 0.114525 -0.90362
0.257 -0.47218 0.061057 0.112841 0.94163
0.238 -0.68067 0.022203 0.120383 -0.43635
-0.033 -0.228 0.073348 0.111987 0.109982
0.096 -0.45103 0.049244 0.116047 0.693423
0.327 -0.40348 0.071196 0.122572 0.255141
0.18 -0.35807 0.05883 0.128199 -0.0329
0.025 -0.4123 0.046615 0.109282 -0.07886
0.11 -0.23372 0.04801 0.106095 0.713479
0.402 -0.45311 0.071196 0.118269 -0.37109
0.283 -0.28956 0.066887 0.121694 0.202905
0.015 -0.20747 0.034885 0.111938 0.457028
0.329 -0.61511 0.087709 0.130798 0.633988
0.021 -0.13428 0.070327 0.125363 -0.70508
-0.008 -0.1292 0.040706 0.113369 0.756656
0.293 -0.24982 0.070327 0.119469 -0.94581
0.192 -0.2911 0.063812 0.116403 0.425778
0.259 -0.2919 0.055758 0.124289 -0.7027
0.176 -0.23214 0.059169 0.14558 -0.67312
0.147 -0.3799 0.065368 0.116524 -0.80707
0.239 -0.35656 0.07343 0.151063 -0.55981
0.33 -0.57106 0.067742 0.122668 0.128542
0.201 -0.3364 0.067742 0.10651 0.307925
0.049 -0.18579 0.054918 0.125435 -0.4819
0.117 -0.33507 0.0436 0.138334 0.356492
0.023 -0.20141 0.044407 0.139476 0.473785
0.258 -0.43884 0.080498 0.125687 -0.64277
0.307 -0.67314 0.038288 0.114123 -0.24029
0.14 -0.17031 0.053535 0.133982 0.899376
0.246 -0.42595 0.06723 0.115941 -0.43577
-0.004 -0.37212 0.035341 0.115599 -0.4534
0.009 -0.042 0.055226 0.111505 0.039089
0.594 -0.81689 0.069892 0.143562 0.94119
0.177 -0.54064 0.071196 0.117918 -0.89929
0.009 -0.21453 0.047434 0.12307 0.364229
0.035 -0.25104 0.082292 0.131101 -0.12816
0.111 -0.34308 0.075133 0.124056 0.930952
-0.088 -0.21486 0.041629 0.150704 0.598838
0.002 -0.33301 0.084095 0.131818 -0.70888
0.049 -0.23799 0.062769 0.106328 0.701956
0.102 -0.13355 0.060539 0.141177 0.137819
0.295 -0.15253 0.086452 0.12649 -0.79161
0.193 -0.22161 0.078294 0.130341 0.803491
0.424 -0.54333 0.068264 0.116698 0.566063
-0.01 -0.22338 0.054918 0.132541 -0.16148
-0.024 -0.22471 0.07247 0.138416 -0.25089
0.322 -0.54937 0.06414 0.118052 0.743517
0.473 -0.52967 0.076661 0.118421 0.67976
0.573 -1.02642 0.076843 0.140322 -0.7271
0.266 -0.11162 0.056035 0.12977 -0.1183
0.171 -0.25016 0.039698 0.112105 -0.71147
0.117 -0.3233 0.087658 0.120937 0.539896
0.062 -0.55341 0.051865 0.150122 0.992729
0.095 -0.32026 0.050477 0.108705 -0.26999
0.298 -0.33101 0.04701 0.118885 -0.22733
0.048 -0.32822 0.056302 0.113625 0.735819
0.385 -0.41769 0.053254 0.122278 0.405583
-0.055 -0.04017 0.045221 0.113368 -0.02739
0.15 -0.43775 0.0686 0.122445 -0.91687
0.49 -0.4949 0.07839 0.125548 -0.69564
0.221 -0.19673 0.041231 0.119708 -0.67787
0.253 -0.50483 0.07247 0.138388 -0.75587
0.149 -0.39251 0.058309 0.132304 0.823016
0.024 -0.12564 0.04801 0.136954 -0.41464
0.002 -0.1055 0.022203 0.115509 -0.94202
0.253 -0.42875 0.053254 0.114553 0.219866
0.049 -0.28557 0.01697 0.103033 0.793494
0.392 -0.36439 0.071867 0.110562 0.744574
0.213 -0.46045 0.051865 0.125693 -0.78294
0.554 -0.71045 0.083862 0.126365 0.706604
0.12 -0.34616 0.045 0.109823 -0.78817
0.222 -0.28084 0.0486 0.131368 -0.31325
0.258 -0.39112 0.053535 0.124764 -0.67703
0.236 -0.37507 0.056302 0.126416 0.746422
0.07 -0.22528 0.0614 0.120595 0.752614
0.455 -0.39934 0.077414 0.116244 0.832939
0.089 -0.27698 0.07247 0.120822 -0.34162
0.054 -0.12208 0.042201 0.139131 0.38655
0.089 -0.0603 0.067601 0.108229 -0.76155
0.135 -0.51316 0.087206 0.136173 -0.28364
0.511 -0.49371 0.047801 0.120801 -0.03475
0.225 -0.59188 0.088102 0.124296 0.721783
0.124 -0.23236 0.079177 0.106922 -0.06321
0.078 -0.35751 0.067601 0.120567 -0.53839
0.121 -0.39504 0.074706 0.16051 0.90076
0.239 -0.4921 0.080498 0.126656 0.864178
0.099 -0.44368 0.052697 0.113617 -0.4154
-0.014 -0.08548 0.05685 0.1297 -0.86882
0.112 -0.2508 0.049396 0.089711 0.575394
0.121 -0.3262 0.068476 0.144563 -0.32949
0.094 -0.31603 0.043011 0.113662 0.667967
0.333 -0.5751 0.044283 0.106974 0.781931
0.282 -0.35849 0.05608 0.110426 0.400216
-0.052 -0.33287 0.072449 0.16639 -0.26367
0.073 -0.42717 0.018439 0.10314 0.28207
0.245 -0.42405 0.045803 0.109023 0.801164
0.23 -0.43308 0.085906 0.165037 0.447842
0.011 -0.08378 0.039824 0.109308 -0.24369
0.152 -0.11978 0.046615 0.113506 -0.71739
0.048 -0.18069 0.039051 0.127906 -0.07939
0.446 -0.5271 0.05608 0.113252 -0.31561
0.295 -0.3313 0.072006 0.109861 -0.3089
0.202 -0.54842 0.075591 0.116984 -0.87555
0.258 -0.27297 0.045803 0.099476 0.544228
0.401 -0.68046 0.0614 0.126641 -0.51612
0.284 -0.40128 0.074706 0.111634 0.480302
0.073 -0.23717 0.068 0.124672 0.577232
0.093 -0.26046 0.046043 0.141644 -0.46772
0.05 -0.17217 0.07879 0.123091 0.138348
0.333 -0.4158 0.063513 0.117127 -0.3837
0.258 -0.53313 0.049648 0.125812 -0.99468
0.259 -0.3636 0.075591 0.130313 -0.38214
0.489 -0.75586 0.078714 0.130637 0.120855
0.072 -0.12805 0.046043 0.111814 -0.80105
0.445 -0.71448 0.077369 0.119292 0.743503
0.291 -0.61856 0.054424 0.105632 0.52404
0.276 -0.41144 0.053535 0.12588 0.450367
0.11 -0.1756 0.049091 0.100657 -0.26064
0.247 -0.3659 0.053535 0.10954 0.569509
-0.029 -0.05758 0.040607 0.142964 -0.78309
0.452 -0.45659 0.068476 0.126472 0.289242
0.442 -0.4476 0.060207 0.121096 0.49547
0.39 -0.49804 0.052153 0.116634 0.39286
0.207 -0.49119 0.068883 0.118436 -0.53304
0.154 -0.28167 0.046615 0.114176 -0.27515
0.05 -0.3054 0.068476 0.11841 0.499848
-0.013 -0.50836 0.062297 0.123214 0.485898
-0.036 -0.1767 0.047707 0.122495 0.802136
0.118 -0.42768 0.071554 0.12739 0.969835
0.153 -0.51427 0.058668 0.13737 0.14644
0.292 -0.61748 0.08633 0.117448 0.715637
0.034 -0.24383 0.046615 0.109952 -0.76142
0.16 -0.35228 0.069835 0.115002 0.566594
0.225 -0.45141 0.085866 0.119394 -0.78508
0.622 -0.59209 0.077388 0.123371 -0.65733
-0.038 -0.28624 0.032202 0.115985 -0.28533
0.393 -0.72342 0.083186 0.115183 -0.04589
-0.028 -0.08116 0.057489 0.109531 -0.61617
0.218 -0.32145 0.045221 0.169653 0.181347
0.151 -0.4001 0.085428 0.135524 -0.0609
0.101 -0.32375 0.045 0.158092 0.693282
0.39 -0.46036 0.0564 0.135183 -0.07468
0.671 -0.8312 0.062128 0.147596 0.396874
0.263 -0.43768 0.07247 0.120507 -0.87116
0.24 -0.35696 0.048259 0.082595 0.563425
0.177 -0.40782 0.041231 0.122241 0.967193
0.133 -0.46176 0.028653 0.11374 0.021776
0.336 -0.48599 0.039698 0.110786 -0.14004
0.508 -0.64433 0.060207 0.10879 -0.19641
0.08 -0.17394 0.028653 0.106851 -0.71477
0.288 -0.38066 0.054817 0.116573 -0.806
0.039 -0.22554 0.05608 0.101119 0.854676
0.213 -0.36645 0.080498 0.140256 0.616233
0.27 -0.34922 0.052697 0.114904 0.3601
0.111 -0.45055 0.026076 0.122197 -0.66208
0.456 -0.29004 0.069971 0.109466 0.086144
0.01 -0.38084 0.076059 0.130956 0.060626
0.274 -0.35012 0.051865 0.169168 0.248769
0.171 -0.42919 0.036235 0.18896 -0.73125
0.434 -0.53277 0.071196 0.110845 -0.84735
0.156 -0.43535 0.080956 0.135071 0.192396
0.178 -0.38336 0.051865 0.103052 0.633321
0.247 -0.5937 0.053851 0.105927 -0.87255
0.308 -0.39206 0.071589 0.120813 -0.40803
0.407 -0.54631 0.074706 0.129165 -0.10977
0.393 -0.65388 0.082298 0.122217 -0.99563
0.145 -0.47707 0.08497 0.124631 -0.15579
0.266 -0.39202 0.050774 0.115583 0.924913
0.372 -0.47667 0.063134 0.156101 0.465677
0.476 -0.48184 0.06414 0.129897 -0.30102
0.11 -0.2216 0.072897 0.107613 -0.10231
0.345 -0.501 0.051865 0.107799 0.410641
0.416 -0.65748 0.063134 0.11693 -0.86233
0.115 -0.35413 0.067082 0.103026 0.575462
0.004 -0.09394 0.045486 0.124095 0.923035
0.29 -0.51017 0.049648 0.117378 0.942088
-0.056 -0.18455 0.067542 0.105416 0.093013
0.294 -0.26231 0.069835 0.15581 0.797198
0.054 -0.26276 0.059539 0.155195 0.304593
0.525 -0.80952 0.060539 0.12722 0.259611
0.525 -0.85194 0.060539 0.124988 0.537491
0.146 -0.34692 0.051623 0.109052 0.583856
0.351 -0.34656 0.046043 0.110144 -0.39997
0.148 -0.26851 0.070682 0.113981 -0.00977
0.097 -0.15365 0.065 0.124529 -0.05252
0.641 -0.43576 0.024207 0.096505 0.874569
0.063 -0.30328 0.060901 0.136763 0.746155
0.028 -0.32011 0.053851 0.120786 0.22601
0.186 -0.44759 0.05608 0.106947 0.98383
0.056 -0.2519 0.050774 0.160863 -0.67138
0.402 -0.5213 0.059682 0.118763 0.852233
0.374 -1.52264 0.059682 0.125697 0.115502
0.362 -0.62969 0.060539 0.115284 -0.32084
0.187 -0.48972 0.039812 0.100299 -0.68779
0.327 -0.30836 0.068095 0.147837 -0.51702
0.307 -0.55963 0.059682 0.12498 0.75315
0.321 -0.27714 0.065 0.10655 0.618599
0.246 -0.51134 0.023021 0.095905 0.265025
0.581 -0.74566 0.074094 0.120321 0.768226
0.004 -0.30305 0.029529 0.130289 -0.10627
0.688 -1.07543 0.038897 0.12102 -0.82214
0.104 -0.21643 0.054378 0.121305 -0.81864
0.233 -0.45063 0.068476 0.119624 0.225323
-0.084 -0.17983 0.055072 0.113515 -0.38256
0.267 -0.24583 0.053 0.111021 0.63403
0.066 -0.42122 0.031764 0.120007 0.294286
0.376 -0.73164 0.039824 0.127226 0.114359
0.177 -0.53485 0.053 0.124093 -0.47516
0.157 -0.41914 0.076941 0.159791 0.312031
0.067 -0.24731 0.061773 0.108689 -0.81446
0.366 -0.47865 0.065368 0.12724 0.809474
0.114 -0.16197 0.060033 0.112789 -0.21636
0.27 -0.34993 0.051039 0.118551 -0.84095
0.161 -0.38603 0.055226 0.109416 0.309131
0.041 -0.22078 0.062649 0.108005 0.545955
-0.014 -0.21694 0.037643 0.102183 -0.09686
0.072 -0.16642 0.069771 0.115357 0.01401
0.314 -0.54351 0.068883 0.136701 0.84186
0.141 -0.38091 0.05608 0.113318 -0.5573
0.614 -0.55687 0.039698 0.123374 0.399872
0.049 -0.20519 0.042544 0.094759 -0.26987
0.185 -0.21264 0.064884 0.11962 0.890351
0.473 -0.61681 0.071554 0.113827 0.3162
0.344 -0.55177 0.052697 0.124082 0.702865
0.209 -0.46979 0.048332 0.118526 0.029731
-0.04 -0.16738 0.041785 0.137262 -0.10627
0.299 -0.4759 0.040607 0.117382 -0.1467
0.233 -0.24251 0.081394 0.141008 -0.02871
-0.009 -0.14515 0.040804 0.128453 0.547464
0.441 -0.65526 0.043416 0.11074 -0.64918
0.327 -0.6099 0.075133 0.13803 -0.55663
0.094 -0.15125 0.059169 0.121844 0.700802
0.133 -0.42961 0.083671 0.130092 0.020101
0.183 -0.3289 0.047434 0.117677 -0.83681
0.066 -0.27591 0.060033 0.165829 0.955739
0.16 -0.20265 0.075663 0.166002 -0.94224
0.113 -0.22369 0.045221 0.14392 -0.99267
0.432 -0.48467 0.06723 0.133193 0.274206
0.041 -0.27837 0.051312 0.106826 -0.85325
0.207 -0.33191 0.052697 0.127003 0.238822
0.269 -0.39997 0.060033 0.117221 0.317924
0.343 -0.5276 0.038209 0.101643 0.490231
0.098 -0.17324 0.052697 0.145313 0.387814
0.08 -0.29674 0.065 0.119382 0.269669
0.226 -0.50754 0.083186 0.11971 0.600126
0.074 -0.2435 0.044407 0.100546 0.965126
0.163 -0.25503 0.062265 0.105832 0.153763
0.301 -0.46209 0.026076 0.101819 0.976346
0.198 -0.33932 0.079177 0.131706 -0.59865
0.116 -0.28232 0.047201 0.129864 0.170091
0.116 -0.78906 0.047201 0.130863 -0.0758
0.034 -0.18747 0.048548 0.111675 0.026939
0.257 -0.49245 0.051312 0.132772 0.881273
0.213 -0.47492 0.068095 0.147038 0.401772
0.34 -0.56216 0.069462 0.13333 -0.96758
0.177 -0.38832 0.050774 0.106888 0.176323
0.156 -0.2054 0.060539 0.134361 -0.74224
0.572 -0.64835 0.088549 0.119002 0.455644
0.141 -0.17537 0.042047 0.106656 -0.34543
0.014 -0.20825 0.054378 0.098123 -0.34533
0.146 -0.21726 0.049091 0.114367 0.907033
-0.047 -0.20512 0.045617 0.106168 0.599065
0.009 -0.08334 0.058668 0.094605 0.663562
0.052 -0.19147 0.052697 0.144411 -0.88765
0.318 -0.35954 0.060745 0.129648 0.277445
-0.033 -0.18437 0.027784 0.098334 0.507478
-0.005 -0.21705 0.035777 0.100625 0.455863
0.338 -0.87418 0.038288 0.099601 0.985833
0.212 -0.32556 0.080498 0.125451 -0.75839
0.296 -0.3432 0.056302 0.0968 -0.08582
0.335 -0.37697 0.088588 0.129953 -0.45826
0.169 -0.42871 0.053535 0.118309 0.495769
0.109 -0.12144 0.045803 0.1113 -0.31551
0.226 -0.5771 0.064007 0.118681 -0.04578
0.207 -0.60317 0.042011 0.137717 -0.53158
0.089 -0.23639 0.059169 0.123177 -0.66122
0.127 -0.14693 0.054378 0.108058 0.773941
0.015 -0.18597 0.053254 0.127999 0.945338
0.213 -0.52792 0.042011 0.109383 0.051094
0.186 -0.29786 0.087206 0.126192 0.113114
0.108 -0.32385 0.046529 0.102528 0.46202
0.083 -0.32749 0.044283 0.1249 0.501341
0.017 -0.1936 0.025553 0.136075 0.511394
0.269 -0.38176 0.080062 0.132395 0.215939
0.122 -0.16302 0.060539 0.110421 -0.82415
0.134 -0.43845 0.035777 0.121501 -0.22302
0.08 -0.41381 0.061294 0.115671 0.254546
0.362 -0.50385 0.0614 0.148168 -0.62762
0.208 -0.40394 0.06414 0.156912 -0.78805
0.172 -0.46312 0.070235 0.128271 0.601242
0.112 -0.38206 0.02 0.108619 -0.37011
-0.01 -0.19404 0.085906 0.149141 0.331697
-0.05 -0.30456 0.033105 0.126023 -0.08783
0.02 -0.49702 0.051865 0.13847 0.333305
0.151 -0.39981 0.052697 0.133736 0.492
0.062 -0.0365 0.0414 0.110743 -0.80521
0.037 -0.2005 0.037161 0.167733 -0.08618
0.184 -0.39386 0.046518 0.114031 -0.59867
0.074 -0.18508 0.068883 0.144706 0.11119
0.091 -0.3688 0.042047 0.110137 -0.65313
0.093 -0.15554 0.053263 0.166479 -0.46828
0.024 -0.35525 0.030413 0.111393 0.111225
0.162 -0.38168 0.053535 0.121751 0.982652
0.256 -0.49492 0.073824 0.122092 -0.39274
0.133 -0.31522 0.053851 0.117073 -0.62385
0.471 -0.50712 0.089944 0.129828 -0.988
0.1 -0.3857 0.046872 0.117127 -0.91784
0.568 -0.65909 0.061032 0.133698 -0.39669
-0.018 -0.16116 0.050477 0.11362 -0.83824
0.165 -0.50684 0.045221 0.11742 -0.71233
-0.004 -0.1815 0.054708 0.10178 0.010372
0.02 -0.40955 0.042011 0.165456 0.292523
0.099 -0.09979 0.054561 0.105387 0.640466
-0.026 -0.20642 0.05608 0.135765 0.753871
0.163 -0.33835 0.044407 0.106671 0.744175
0.179 -0.55775 0.074242 0.122934 -0.69321
0.296 -0.51098 0.060033 0.143586 0.190235
0.126 -0.28043 0.065368 0.102182 0.740572
0.367 -0.45834 0.089067 0.138283 0.966176
0.255 -0.54009 0.076941 0.122102 -0.92932
0.413 -0.51397 0.05 0.123964 -0.12033
0.469 -0.75414 0.05547 0.110392 -0.07692
0.215 -0.42856 0.038013 0.115166 0.085048
0.058 -0.31313 0.039051 0.126123 0.87779
0.147 -0.23277 0.067601 0.143318 -0.60001
0.67 -0.5724 0.04904 0.109963 0.158026
-0.11 -0.21971 0.047539 0.105268 -0.3255
0.19 -0.4025 0.043829 0.125007 -0.2554
0.19 -0.34978 0.043829 0.126651 -0.01759
0.051 -0.19266 0.072006 0.104861 -0.58261
0.143 -0.63842 0.074706 0.147032 0.193681
0.388 -0.55651 0.078714 0.130883 0.354008
0.172 -0.40487 0.048259 0.120192 -0.08201
0.189 -0.38687 0.045803 0.162456 0.43246
0.371 -0.62879 0.054083 0.116866 -0.06325
0.055 -0.29914 0.043829 0.114629 -0.40185
0.216 -0.38925 0.059682 0.127196 0.8868
0.042 -0.21738 0.070235 0.110444 -0.74347
0.212 -0.15116 0.088119 0.118761 -0.00453
0.256 -0.41192 0.051865 0.127694 0.761719
0.418 -0.46626 0.053823 0.125397 -0.2574
0.127 -0.26077 0.040718 0.134594 0.176542
0.143 -0.53624 0.043863 0.1137 0.296329
0.37 -0.32252 0.050803 0.111407 -0.01124
-0.164 -0.35612 0.043863 0.132262 -0.39019
0.223 -0.55923 0.076059 0.150657 -0.08359
-0.03 -0.17294 0.073355 0.109502 -0.37281
0.028 -0.53265 0.066648 0.117893 -0.58683
0.347 -0.4334 0.080529 0.119593 0.923358
0.49 -0.55628 0.065734 0.121282 -0.73414
0.247 -0.43936 0.051039 0.123025 0.840792
0.098 -0.46733 0.05331 0.123651 -0.77283
0.1 -0.93712 0.026925 0.122606 -0.56283
0.042 -0.39358 0.031764 0.122101 0.709354
0.042 -0.21975 0.028653 0.116864 -0.22011
0.045 -0.21185 0.0436 0.126991 -0.7938
0.256 -0.37143 0.072069 0.115139 -0.87969
0.129 -0.2695 0.04801 0.116483 0.441427
0.226 -0.49012 0.07256 0.120568 -0.42306
0.135 -0.2456 0.0686 0.124097 0.469305
0.307 -0.49668 0.047434 0.122566 -0.37312
0.081 -0.30808 0.056302 0.126549 0.922497
0.235 -0.36961 0.061911 0.120155 0.819216
0.039 -0.4926 0.036674 0.107262 -0.08845
0.289 -0.50863 0.06673 0.121049 -0.55528
0.225 -0.71853 0.026076 0.114438 0.593324
0.195 -0.3592 0.057982 0.123776 -0.1421
0.262 -0.34867 0.076059 0.109469 0.778587
0.101 -0.26735 0.063631 0.113183 -0.84822
0.364 -0.3852 0.087658 0.134581 -0.81708
0.503 -0.63163 0.0536 0.120848 -0.07301
-0.077 -0.11016 0.0464 0.121395 0.92915
0.144 -0.27437 0.048826 0.116406 0.211697
-0.033 -0.15063 0.038418 0.11026 -0.08963
0.221 -0.24536 0.065368 0.112753 -0.12424
-0.023 -0.20469 0.039395 0.126793 -0.52786
0.368 -0.58907 0.077414 0.12915 0.074536
0.27 -0.38461 0.039824 0.111359 0.006591
0.149 -0.40754 0.048259 0.116573 0.342648
-0.127 -0.27402 0.058189 0.118935 0.115793
0.44 -0.6076 0.05608 0.122658 0.268931
-0.023 -0.20107 0.039824 0.148244 0.205247
0.161 -0.46836 0.021633 0.108859 -0.12388
0.187 -0.49379 0.03891 0.106232 -0.11247
0.08 -0.11758 0.042201 0.134787 -0.17449
0.047 -0.29396 0.059539 0.124085 0.44391
0.348 -0.46666 0.079177 0.127136 0.662844
0.141 -0.17104 0.039051 0.135999 0.347231
0.165 -0.43455 0.055569 0.12856 -0.45217
0.062 -0.14723 0.046043 0.112763 -0.45094
0.032 -0.19419 0.061269 0.118273 -0.98267
-0.115 -0.23894 0.037576 0.139043 0.874388
0.19 -0.42667 0.053535 0.168251 0.932674
0.023 -0.17669 0.050249 0.120909 0.688957
0.255 -0.4407 0.05608 0.111027 -0.44922
0.154 -0.2417 0.059539 0.120014 0.067586
0.044 -0.18008 0.063063 0.112614 0.783734
0.271 -0.44721 0.068 0.122293 -0.43791
0.403 -0.3 0.07379 0.121186 -0.05003
0.095 -0.38081 0.054203 0.122956 -0.80352
0.579 -0.67439 0.030886 0.111778 -0.57625
0.041 -0.34098 0.067535 0.133183 -0.46528
0.273 -0.54953 0.086815 0.135087 0.523494
0.402 -0.459 0.049648 0.108018 0.467049
0.087 -0.17589 0.047434 0.109999 -0.07509
0.38 -0.48154 0.069835 0.112921 0.162529
0.436 -0.44203 0.065863 0.125147 0.97837
0.327 -0.41293 0.046043 0.150964 0.801845
0.228 -0.37181 0.061057 0.168193 0.07829
0.231 -0.76522 0.064498 0.098402 0.385769
0.319 -0.45528 0.076941 0.128324 0.614465
0.412 -0.54293 0.049091 0.116632 -0.16229
